ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
640,1951.0,Graduation,Married,,0,1,11-03-2013,61,356.0,,329.0,138,17,106,2,,6,10,5,0,0,0,0,0,0,3,11,0
4252,,Graduation,Married,44375.0,0,1,23-03-2014,73,,,,7,7,41,1,,1,6,5,0,0,0,0,0,0,3,11,0
8432,,Graduation,Together,,1,1,14-09-2012,0,,0.0,171.0,8,19,32,12,,2,8,8,0,0,0,0,0,0,3,11,0
6218,,Graduation,Married,59594.0,0,1,20-10-2012,74,,,29.0,0,0,9,1,,1,7,7,0,1,0,0,0,0,3,11,0
6905,,Graduation,Together,,0,0,22-08-2012,55,,45.0,,34,26,54,1,,4,10,2,0,0,0,0,0,0,3,11,0
5922,,PhD,Married,,0,1,13-10-2013,48,210.0,0.0,6.0,0,0,2,2,4.0,1,5,7,0,0,0,0,0,0,3,11,0
3598,,Graduation,Married,,0,1,23-05-2013,53,,35.0,,7,29,11,4,4.0,2,12,4,0,0,0,0,0,0,3,11,0
6116,,2n Cycle,Married,48985.0,0,1,05-07-2013,13,19.0,13.0,18.0,10,7,8,1,1.0,1,3,3,0,0,0,0,0,0,3,11,0
6263,1968.0,Graduation,Together,35322.0,1,2,22-08-2012,34,28.0,9.0,37.0,12,7,13,3,2.0,0,4,8,0,0,0,0,0,0,3,11,0
10486,,Graduation,Married,77142.0,0,0,29-05-2013,54,476.0,75.0,,29,151,97,1,,4,8,2,0,0,0,0,0,0,3,11,0
2410,1969.0,Graduation,Single,81657.0,0,0,22-01-2014,69,364.0,40.0,425.0,158,60,50,1,,4,8,1,0,0,0,0,0,0,3,11,0
193,,Basic,Married,,0,0,17-02-2014,81,0.0,0.0,,3,3,8,1,1.0,0,2,5,1,0,0,0,0,0,3,11,0
3363,1974.0,2n Cycle,Married,,0,0,17-03-2014,99,,,3.0,7,6,12,1,,0,3,8,0,0,0,0,0,0,3,11,0
8278,,PhD,Married,74214.0,0,0,26-08-2012,3,863.0,83.0,,86,99,33,1,,2,5,5,0,0,0,0,0,0,3,11,0
10660,,Master,Married,,1,1,12-01-2014,61,349.0,7.0,,0,0,47,3,,2,4,7,0,1,0,0,0,0,3,11,0
8686,,Basic,Together,23724.0,1,0,08-01-2013,65,,23.0,,0,18,14,2,,0,3,8,0,0,0,0,0,0,3,11,0
1604,,Master,Married,,0,1,13-11-2013,93,,,19.0,8,8,4,3,,2,6,5,0,0,0,0,0,0,3,11,0
5907,1952.0,Master,Married,,1,1,03-11-2012,24,,0.0,8.0,0,0,2,1,,0,2,8,0,0,0,0,0,0,3,11,0
10669,1981.0,Graduation,Married,54386.0,0,1,17-05-2013,8,,21.0,64.0,62,21,25,2,3.0,2,10,3,0,0,0,0,0,0,3,11,0
2918,,Graduation,Divorced,,1,1,13-04-2013,72,44.0,,,0,4,19,3,,0,4,5,0,0,0,0,0,0,3,11,0
5735,1991.0,Master,Single,90638.0,0,0,13-02-2014,29,1156.0,,915.0,94,144,96,1,3.0,4,10,1,0,0,1,0,0,0,3,11,0
359,,Graduation,Together,48070.0,0,1,13-01-2013,33,,14.0,83.0,6,9,19,3,,2,6,7,0,0,0,0,0,1,3,11,0
8387,,Graduation,Married,,0,1,05-01-2013,68,,,76.0,6,0,11,1,,1,5,6,0,0,0,0,0,0,3,11,0
1829,,PhD,Divorced,,0,1,19-01-2013,55,,0.0,60.0,0,0,24,3,9.0,5,4,7,0,1,0,0,0,0,3,11,1
3839,,Basic,Single,15056.0,1,1,03-05-2013,76,,12.0,,21,6,40,5,2.0,2,3,5,0,0,0,0,0,0,3,11,0
9392,1971.0,Graduation,Single,26954.0,1,0,08-05-2014,17,,1.0,,0,0,1,1,1.0,0,2,7,0,0,0,0,0,0,3,11,0
2292,1985.0,Graduation,Single,,1,0,02-08-2013,94,,4.0,8.0,2,0,5,1,,0,3,5,0,0,0,0,0,0,3,11,0
10466,,Graduation,Married,44393.0,1,1,22-08-2013,86,24.0,,20.0,2,2,10,2,,0,4,4,0,0,0,0,0,0,3,11,0
9855,,PhD,Single,,0,1,25-08-2013,25,899.0,0.0,,0,0,20,1,6.0,6,13,4,0,0,0,1,0,0,3,11,0
4088,,PhD,Together,31497.0,0,1,06-12-2012,22,,,28.0,13,1,4,2,3.0,1,4,8,0,0,0,0,0,0,3,11,0
5231,,2n Cycle,Married,,0,2,27-02-2014,15,,2.0,7.0,0,2,13,1,,0,3,5,0,0,0,0,0,0,3,11,0
590,1970.0,Master,Divorced,,0,0,22-12-2012,35,,66.0,549.0,216,66,99,1,,6,4,3,0,0,0,0,0,0,3,11,1
8732,1969.0,Master,Widow,67369.0,0,1,17-11-2012,81,,0.0,70.0,37,14,42,4,,4,10,4,0,1,1,0,0,0,3,11,1
2315,,Graduation,Divorced,,0,1,20-04-2014,55,,0.0,,17,29,29,1,,2,2,4,0,0,0,0,0,0,3,11,0
3515,,Graduation,Single,,0,1,17-02-2014,94,,13.0,,10,6,10,1,4.0,0,4,5,0,0,0,0,0,0,3,11,0
2245,,Master,Married,,1,1,22-04-2013,50,57.0,2.0,,4,2,23,3,,1,4,6,0,0,0,0,0,0,3,11,0
6283,1968.0,Master,Divorced,63841.0,0,1,21-04-2013,64,,,100.0,20,7,131,1,9.0,3,9,6,0,0,0,0,0,0,3,11,0
2246,1965.0,2n Cycle,Married,,0,1,01-09-2013,91,,,23.0,29,15,61,1,,1,4,4,0,0,0,0,0,0,3,11,0
6606,,Master,Married,70091.0,1,0,31-03-2013,11,,,,15,0,11,2,,2,10,8,0,1,0,0,0,0,3,11,0
5545,,PhD,Married,,0,0,05-04-2014,72,572.0,,,34,35,80,1,3.0,5,5,1,0,0,0,0,0,0,3,11,0
7342,1961.0,2n Cycle,Widow,59184.0,0,1,09-09-2012,6,,,113.0,259,151,66,3,6.0,6,12,5,0,0,0,0,0,0,3,11,0
837,,Graduation,Married,,1,1,11-09-2013,0,63.0,,,13,13,22,4,2.0,1,5,4,0,0,0,0,0,0,3,11,0
9500,1959.0,Graduation,Married,58113.0,0,1,25-01-2013,66,,104.0,,102,78,84,3,9.0,2,8,7,0,0,0,0,0,1,3,11,0
3602,,Master,Married,51412.0,0,1,31-12-2013,42,,3.0,29.0,4,5,14,2,,2,4,4,0,0,0,0,0,0,3,11,0
234,1979.0,Graduation,Divorced,15287.0,1,0,10-10-2012,60,1.0,2.0,,4,3,13,2,1.0,1,2,7,1,0,0,0,0,0,3,11,1
2995,,Master,Together,,0,0,17-08-2013,64,291.0,10.0,,84,10,0,1,,4,9,1,0,0,0,0,0,0,3,11,0
1118,1956.0,Master,Married,50965.0,0,1,20-02-2013,87,544.0,13.0,,8,6,29,3,10.0,4,5,8,1,0,0,0,0,0,3,11,0
7789,1965.0,PhD,Married,84618.0,0,0,22-11-2013,96,684.0,100.0,801.0,21,66,0,1,,9,10,2,0,0,1,0,0,0,3,11,0
3068,,Graduation,Married,,0,0,29-10-2013,1,1.0,12.0,,0,14,7,1,2.0,0,3,7,0,0,0,0,0,0,3,11,0
8955,,PhD,Together,,0,2,16-02-2014,54,35.0,,,0,0,10,1,1.0,1,2,5,1,0,0,0,0,0,3,11,0
945,1965.0,Graduation,Together,36317.0,0,1,22-05-2013,53,87.0,3.0,25.0,3,2,13,2,3.0,0,4,7,0,0,0,0,0,0,3,11,0
5644,1957.0,Graduation,Together,,0,1,12-10-2013,96,309.0,3.0,24.0,4,3,20,2,5.0,1,7,7,0,1,0,0,0,0,3,11,0
7192,1955.0,Graduation,Together,,0,1,15-04-2013,58,,73.0,,95,78,34,2,2.0,4,10,1,0,0,0,0,0,1,3,11,0
2324,,Graduation,Together,77044.0,0,1,27-10-2013,12,,38.0,,50,34,76,2,,11,11,4,1,0,0,0,0,0,3,11,0
697,1969.0,Graduation,Together,74918.0,0,0,12-03-2013,78,972.0,,,25,19,59,1,,9,6,3,0,0,1,0,0,0,3,11,0
3439,1972.0,Graduation,Married,56721.0,1,1,31-10-2012,64,157.0,6.0,39.0,6,13,75,5,,1,5,6,0,0,0,0,0,0,3,11,0
1506,,Graduation,Single,42160.0,1,1,28-06-2013,26,,9.0,45.0,3,15,20,4,2.0,1,4,6,0,0,0,0,0,0,3,11,1
232,1965.0,Graduation,Single,,0,1,17-07-2013,8,279.0,83.0,,32,14,34,1,4.0,2,10,3,0,0,0,0,0,0,3,11,0
8876,,PhD,Together,33629.0,1,1,08-08-2012,49,132.0,0.0,16.0,0,0,4,5,,1,4,9,0,0,0,0,0,0,3,11,0
4500,,PhD,Together,68682.0,0,0,06-10-2013,56,919.0,,,99,30,45,1,,9,10,2,0,0,0,0,0,0,3,11,0
9739,,Graduation,Single,34377.0,0,1,19-01-2013,55,,0.0,,3,1,26,2,2.0,2,2,7,0,0,0,0,0,0,3,11,0
10395,,Basic,Single,,1,0,22-08-2012,25,1.0,,,4,6,42,3,,1,3,8,0,0,0,0,0,0,3,11,0
1176,1973.0,Graduation,Married,,1,0,22-09-2013,50,,6.0,,3,1,9,1,,0,2,8,0,0,0,0,0,0,3,11,0
1627,,2n Cycle,Divorced,,0,0,26-01-2013,84,408.0,,109.0,48,122,41,1,,7,9,4,0,0,0,1,0,0,3,11,0
938,1981.0,Graduation,Married,,1,1,30-07-2013,30,,1.0,7.0,2,1,25,2,,1,2,8,1,0,0,0,0,0,3,11,0
2740,1958.0,PhD,Widow,33438.0,1,1,22-09-2013,81,62.0,,16.0,3,2,6,4,2.0,1,4,5,0,0,0,0,0,0,3,11,0
257,,PhD,Married,,0,1,28-04-2013,74,952.0,,,47,12,12,2,,4,9,3,0,0,0,0,0,0,3,11,0
4058,1955.0,PhD,Single,,0,0,12-10-2013,76,,,106.0,20,7,45,1,,2,8,6,0,1,0,0,0,0,3,11,0
7736,,Graduation,Married,22518.0,1,0,22-10-2012,36,,7.0,,2,2,27,2,2.0,1,2,5,1,0,0,0,0,0,3,11,1
8210,,Master,Married,,0,1,15-08-2013,64,,,,4,7,56,5,4.0,1,8,4,0,0,0,0,0,0,3,11,0
833,,Master,Married,,1,1,30-03-2014,62,56.0,,,0,0,2,3,,0,3,7,0,0,0,0,0,0,3,11,0
6230,1971.0,Graduation,Divorced,44421.0,1,1,15-02-2013,53,110.0,5.0,59.0,7,1,7,5,,0,4,8,0,0,0,0,0,0,3,11,0
7325,,PhD,Together,,1,0,29-06-2013,86,23.0,,11.0,2,1,3,1,1.0,0,3,5,0,0,0,0,0,0,3,11,0
1307,1978.0,Graduation,Divorced,,0,1,09-02-2014,15,27.0,,8.0,8,3,12,3,,0,4,4,0,0,0,0,0,0,3,11,0
1502,1983.0,Graduation,Together,,1,0,21-03-2013,67,,3.0,19.0,3,3,6,2,2.0,0,3,8,0,0,0,0,0,0,3,11,0
6211,1976.0,PhD,Together,,1,0,02-05-2014,47,18.0,0.0,9.0,0,1,11,1,,0,3,6,0,0,0,0,0,0,3,11,0
843,,Graduation,Married,64722.0,1,0,26-05-2014,47,303.0,,,60,147,15,4,,2,11,6,0,0,0,0,0,0,3,11,0
4174,,Master,Together,55249.0,0,1,17-04-2014,81,,1.0,19.0,2,0,11,1,,1,4,3,0,0,0,0,0,0,3,11,0
9757,,Graduation,Together,,0,0,04-10-2013,98,,15.0,,99,30,76,1,5.0,6,12,2,0,1,1,0,1,0,3,11,0
6918,,Graduation,Married,28691.0,1,0,04-07-2013,56,5.0,4.0,13.0,8,0,4,1,,0,3,8,0,0,0,0,0,0,3,11,0
286,,Graduation,Single,44213.0,1,1,29-11-2013,48,,,,0,4,7,4,,1,5,6,0,0,0,0,0,0,3,11,0
11086,,Basic,Single,25707.0,1,0,18-01-2014,18,1.0,,,3,6,3,1,1.0,0,3,7,0,0,0,0,0,0,3,11,0
1921,1967.0,PhD,Married,,2,1,03-10-2013,74,46.0,1.0,,3,0,9,2,2.0,0,3,4,0,0,0,0,0,0,3,11,0
4138,1962.0,Graduation,Single,76624.0,0,1,24-05-2014,68,,106.0,,54,115,66,1,,10,7,1,1,0,0,0,0,0,3,11,0
7718,1947.0,Master,Together,66000.0,0,0,20-04-2014,36,,,,101,0,45,1,,3,5,1,0,0,0,0,0,0,3,11,0
1291,1978.0,PhD,Together,,1,0,04-08-2012,90,152.0,9.0,121.0,12,12,45,4,6.0,2,4,8,0,0,0,0,0,0,3,11,0
6862,1971.0,Graduation,Divorced,,0,0,18-05-2014,65,1.0,,3.0,1,1,1,15,0.0,0,0,20,0,0,0,0,0,0,3,11,0
4136,1992.0,Basic,Single,7500.0,1,0,03-12-2012,63,10.0,,,8,26,40,4,,2,2,9,0,0,0,0,0,0,3,11,0
803,1968.0,Graduation,Together,,1,1,05-04-2013,82,,,5.0,0,0,4,1,0.0,1,2,5,0,0,0,0,0,0,3,11,0
4298,,PhD,Together,,1,0,24-03-2014,63,,0.0,4.0,0,0,1,1,,0,2,8,0,0,0,0,0,0,3,11,0
10833,1975.0,Graduation,Married,65106.0,0,1,24-05-2014,55,,19.0,133.0,12,0,19,3,8.0,3,13,6,0,1,0,0,0,0,3,11,0
9606,,PhD,Married,69969.0,0,0,27-08-2013,64,,29.0,,38,29,44,1,4.0,2,6,3,0,0,1,1,0,0,3,11,1
8534,1952.0,Graduation,Married,,0,2,16-07-2013,51,615.0,,,12,48,30,4,6.0,5,13,4,0,1,0,0,0,0,3,11,0
5153,1967.0,PhD,Married,77766.0,0,1,22-02-2013,97,1004.0,,265.0,115,59,27,2,,10,11,6,1,0,0,0,0,0,3,11,1
961,1972.0,Graduation,Married,74716.0,0,1,12-09-2013,92,133.0,,421.0,13,195,71,2,,3,5,4,0,0,0,0,0,0,3,11,0
5011,1963.0,Graduation,Divorced,68118.0,0,1,18-10-2013,51,,23.0,,10,23,154,2,,9,4,6,0,0,0,0,0,0,3,11,0
6653,,PhD,Married,,1,1,30-07-2012,72,293.0,0.0,,4,11,23,4,7.0,2,5,7,0,0,0,0,0,0,3,11,1
9094,1955.0,2n Cycle,Married,62972.0,0,1,03-08-2012,39,313.0,,,20,0,192,2,7.0,4,3,6,0,0,0,0,0,0,3,11,1
810,,Graduation,Married,74190.0,0,1,12-05-2014,49,151.0,81.0,86.0,168,91,64,2,4.0,2,11,2,0,0,0,0,0,0,3,11,0
5493,,Graduation,Married,,1,1,19-03-2014,21,15.0,,,0,0,6,1,,0,2,6,1,0,0,0,0,0,3,11,0
2147,,Graduation,Together,,0,0,16-08-2013,91,,,946.0,219,189,126,1,4.0,7,11,2,0,0,1,1,0,0,3,11,0
5107,,PhD,Divorced,35860.0,1,1,19-05-2014,37,15.0,0.0,,4,2,20,2,1.0,1,2,5,1,0,0,0,0,0,3,11,0
3979,1983.0,PhD,Divorced,90687.0,0,0,22-05-2013,98,,17.0,672.0,23,34,51,1,,2,8,2,0,0,1,0,0,0,3,11,1
6049,1982.0,Master,Together,73450.0,0,0,05-12-2013,85,1142.0,51.0,,90,69,37,1,,8,11,3,1,0,0,1,0,0,3,11,0
8147,,Graduation,Married,,1,1,06-07-2013,40,,,11.0,0,0,9,3,,0,3,8,0,0,0,0,0,0,3,11,0
1857,,Graduation,Single,,1,1,06-03-2014,2,,0.0,,0,2,23,2,,1,2,7,0,0,0,0,0,0,3,11,1
3910,,Graduation,Divorced,83829.0,0,0,08-10-2013,78,897.0,,,186,161,27,0,4.0,7,6,1,1,0,1,1,0,0,3,11,1
5207,,PhD,Married,,1,1,24-09-2012,41,,,152.0,8,6,132,10,9.0,4,6,8,0,0,0,0,0,0,3,11,1
11114,,Graduation,Together,19656.0,1,0,08-02-2013,94,25.0,,,6,8,32,3,,1,3,7,0,0,0,0,0,0,3,11,0
5429,,PhD,Married,,0,1,20-08-2013,10,145.0,,,2,1,1,1,4.0,1,4,6,0,0,0,0,0,0,3,11,0
9400,,2n Cycle,Single,,0,0,21-06-2014,73,630.0,26.0,611.0,44,18,54,1,,6,6,2,0,0,0,0,0,0,3,11,0
1740,,Graduation,Married,,0,0,07-04-2014,22,760.0,,,50,9,38,2,,3,4,4,0,1,0,0,0,0,3,11,0
7488,1963.0,Master,Single,,0,1,22-01-2013,30,,15.0,,151,38,15,3,,3,13,3,0,0,0,0,0,0,3,11,0
195,,Graduation,Single,,1,0,26-08-2012,21,125.0,,,3,19,30,4,,1,4,8,1,0,0,0,0,0,3,11,1
635,,Master,Married,,1,1,19-03-2013,51,464.0,5.0,,7,0,70,8,,1,7,8,0,0,0,0,0,0,3,11,0
7527,1968.0,Master,Divorced,23748.0,1,0,21-11-2012,97,,6.0,29.0,12,15,8,3,2.0,1,3,8,0,0,0,0,0,0,3,11,0
10319,1971.0,Graduation,Married,66303.0,0,1,26-02-2013,56,1090.0,12.0,,16,12,60,4,3.0,4,11,8,0,1,0,0,0,0,3,11,0
2296,1975.0,Master,Married,37368.0,1,0,16-12-2013,4,,,11.0,2,2,10,1,1.0,0,2,6,1,0,0,0,0,0,3,11,0
10637,1964.0,Graduation,Married,40800.0,1,2,01-01-2013,77,,,,8,30,10,2,3.0,0,3,7,0,0,0,0,0,1,3,11,0
2931,1978.0,Graduation,Divorced,,0,0,21-09-2012,95,737.0,21.0,106.0,55,63,210,0,6.0,7,9,3,0,0,0,1,0,0,3,11,0
907,1975.0,Graduation,Married,46149.0,0,1,29-11-2013,36,254.0,,,4,0,27,5,,1,7,5,0,0,0,0,0,0,3,11,0
3698,,Graduation,Together,78687.0,0,0,09-08-2012,13,,,687.0,145,55,241,1,4.0,6,8,2,0,0,1,0,0,0,3,11,1
9516,,2n Cycle,Divorced,,0,0,18-08-2012,90,,54.0,,99,98,119,2,,7,10,7,0,1,0,0,1,0,3,11,1
679,,PhD,Married,37633.0,1,1,20-09-2012,49,,4.0,,0,0,1,2,1.0,0,3,9,0,0,0,0,0,0,3,11,0
7384,1951.0,Master,Together,,0,0,21-07-2013,18,113.0,61.0,,34,26,47,2,7.0,1,7,8,0,0,0,0,0,0,3,11,0
5043,1951.0,Basic,Married,,0,0,05-11-2012,89,,,,133,49,144,2,,2,5,7,0,0,0,0,0,0,3,11,0
5267,,Graduation,Divorced,33986.0,1,0,14-03-2013,43,,,,2,1,5,1,1.0,0,3,7,0,0,0,0,0,0,3,11,0
339,,PhD,Married,57091.0,0,1,23-11-2012,82,462.0,,,6,0,4,2,,2,5,7,0,1,0,0,0,0,3,11,1
2516,,2n Cycle,Married,46831.0,1,1,08-06-2013,84,22.0,,,6,4,34,2,,2,2,4,0,0,0,0,0,0,3,11,0
9010,,Master,Married,83151.0,0,0,10-02-2013,80,968.0,147.0,,137,42,210,1,5.0,7,10,2,1,0,1,1,0,0,3,11,1
378,,Graduation,Married,,0,0,30-12-2012,68,283.0,112.0,151.0,51,72,125,2,7.0,2,10,6,0,0,0,0,0,0,3,11,0
4808,,Graduation,Married,,0,0,05-09-2013,12,,2.0,,6,0,3,1,,0,2,7,0,0,0,0,0,0,3,11,0
5068,1971.0,Graduation,Single,22804.0,1,0,31-07-2013,75,14.0,,7.0,2,1,1,1,2.0,0,2,9,0,0,0,0,0,0,3,11,0
7628,,2n Cycle,Married,,1,0,18-03-2014,10,30.0,5.0,,6,3,8,2,2.0,0,4,5,0,0,0,0,0,0,3,11,0
7128,,PhD,Single,42997.0,1,1,07-12-2013,91,,,5.0,0,1,5,1,1.0,0,2,7,0,0,0,0,0,0,3,11,0
2811,,PhD,Single,48918.0,1,1,12-04-2014,21,52.0,,9.0,0,0,1,2,,0,4,4,0,0,0,0,0,0,3,11,0
3551,,Master,Together,60033.0,0,1,29-03-2014,28,62.0,,,19,11,48,2,2.0,1,5,2,0,0,0,0,0,0,3,11,0
1663,,PhD,Together,34043.0,1,0,25-10-2013,97,20.0,2.0,,3,0,10,1,2.0,0,2,9,0,0,0,0,0,0,3,11,0
5543,,Graduation,Together,57811.0,0,1,24-06-2013,49,,,114.0,37,21,78,5,,2,11,5,0,1,0,0,0,0,3,11,0
1577,1946.0,Graduation,Married,78569.0,0,0,19-02-2014,14,,79.0,622.0,207,175,95,1,,6,4,1,0,0,1,0,0,0,3,11,1
10641,1978.0,Graduation,Single,,1,1,27-12-2012,5,6.0,5.0,4.0,13,4,25,4,,1,3,6,0,0,0,0,0,0,3,11,0
5336,1971.0,Master,Together,157733.0,1,0,04-06-2013,37,,,,2,0,8,0,1.0,0,1,1,0,0,0,0,0,0,3,11,0
6024,1953.0,Graduation,Together,,0,0,04-03-2013,62,,,790.0,160,45,172,0,5.0,8,5,2,0,1,1,1,0,0,3,11,1
1878,1985.0,2n Cycle,Married,23148.0,0,0,18-02-2014,83,4.0,6.0,8.0,6,3,10,1,,0,3,7,0,0,0,0,0,0,3,11,0
3099,,Graduation,Divorced,,1,1,25-02-2013,48,,,,3,5,49,5,5.0,2,4,9,0,0,0,0,0,0,3,11,0
6055,1979.0,Graduation,Married,,0,0,01-11-2012,94,546.0,72.0,376.0,94,145,72,1,5.0,5,8,3,0,1,0,0,0,0,3,11,0
5841,1966.0,Graduation,Together,60894.0,0,1,28-06-2013,61,606.0,,,10,0,54,5,,3,8,7,0,0,0,0,0,0,3,11,0
3972,,Graduation,Together,50200.0,1,1,03-04-2013,70,266.0,,51.0,8,6,64,6,,1,5,8,0,0,0,0,0,0,3,11,0
4394,1965.0,PhD,Married,,0,0,23-05-2014,43,1142.0,,,38,29,14,1,,5,12,2,0,1,1,0,0,0,3,11,0
5758,,Graduation,Married,65169.0,0,0,14-01-2014,23,1074.0,,69.0,0,0,46,1,10.0,4,13,6,1,0,1,1,1,0,3,11,1
6658,,Graduation,Together,,0,1,22-07-2013,37,771.0,,154.0,54,10,154,7,,2,12,6,0,0,0,0,0,0,3,11,0
4603,,PhD,Married,,0,1,31-01-2014,50,371.0,,189.0,0,58,6,2,,4,10,4,0,0,0,0,0,0,3,11,0
8427,1956.0,Master,Single,64857.0,0,0,23-11-2012,78,556.0,14.0,,210,0,43,1,,5,10,4,0,0,0,0,0,0,3,11,0
10260,1965.0,Master,Together,45143.0,0,1,26-08-2013,74,,,74.0,11,5,14,3,,1,5,7,0,0,0,0,0,0,3,11,0
7143,,2n Cycle,Together,74805.0,0,1,06-11-2013,14,209.0,,209.0,41,162,37,5,4.0,7,10,2,0,0,0,0,0,0,3,11,0
8789,,2n Cycle,Married,59060.0,1,0,11-01-2014,77,,40.0,,36,40,12,3,,1,7,4,0,0,0,0,0,0,3,11,0
6197,,PhD,Single,,1,1,20-04-2013,39,,,17.0,0,0,3,3,3.0,0,3,9,0,0,0,0,0,0,3,11,0
4554,,Graduation,Together,47009.0,0,1,01-10-2013,89,171.0,,73.0,59,10,90,4,3.0,2,8,4,0,0,0,0,0,0,3,11,0
4937,1973.0,2n Cycle,Married,,1,1,10-06-2014,62,,2.0,,3,2,5,1,1.0,0,3,7,0,0,0,0,0,0,3,11,0
1920,1972.0,Graduation,Married,,1,1,29-07-2013,59,,,21.0,6,0,27,2,,0,3,7,0,0,0,0,0,0,3,11,0
8749,1984.0,Graduation,Together,,1,0,01-02-2014,68,20.0,2.0,,4,6,20,1,,1,2,4,0,0,0,0,0,0,3,11,0
1650,1960.0,Master,Married,,0,0,22-04-2013,13,,86.0,537.0,34,69,138,1,,9,12,3,0,0,0,0,0,0,3,11,0
10377,,Master,Together,,0,1,06-06-2013,37,,6.0,97.0,24,12,88,3,,1,5,6,0,0,0,0,0,0,3,11,0
9206,1968.0,Graduation,Together,,0,1,07-01-2014,36,491.0,,,112,105,134,2,5.0,7,12,1,0,0,1,0,0,0,3,11,0
10971,,Graduation,Single,,2,0,03-09-2012,28,,8.0,107.0,7,2,176,4,,2,3,9,1,0,0,0,0,1,3,11,1
6398,,Basic,Married,18393.0,1,0,29-03-2014,2,,,,16,0,4,2,,0,3,8,0,0,0,0,0,0,3,11,0
9212,1962.0,Master,Married,72828.0,0,1,14-02-2013,17,1205.0,,,19,14,205,6,,3,13,7,0,0,0,0,0,0,3,11,0
7937,1982.0,Graduation,Married,24711.0,0,0,18-04-2014,86,10.0,,25.0,6,3,7,1,,0,3,7,0,0,0,0,0,0,3,11,0
839,,PhD,Married,45503.0,1,0,25-09-2013,54,97.0,,,6,1,18,1,3.0,1,4,5,0,0,0,0,0,0,3,11,0
4246,1982.0,Master,Single,6560.0,0,0,12-12-2013,2,,11.0,26.0,4,3,262,0,1.0,0,1,17,0,0,0,0,0,0,3,11,0
158,,PhD,Together,71604.0,0,0,17-11-2013,3,345.0,53.0,528.0,98,75,97,1,8.0,3,5,4,1,0,0,0,0,0,3,11,1
4832,1979.0,Graduation,Married,,1,0,07-03-2014,84,6.0,,17.0,3,24,46,2,,2,2,7,0,0,0,0,0,0,3,11,0
5621,1969.0,Graduation,Married,48752.0,1,1,12-12-2012,8,,57.0,,71,15,0,5,6.0,1,5,9,0,0,0,0,0,0,3,11,1
1945,1962.0,Graduation,Married,71434.0,0,1,18-09-2013,4,711.0,36.0,,172,96,168,3,7.0,4,7,4,0,1,0,1,0,0,3,11,0
5147,,Graduation,Single,,0,0,29-07-2013,57,,70.0,118.0,182,187,93,1,,9,13,1,0,0,0,0,0,0,3,11,0
2535,,Master,Married,,1,0,18-08-2012,24,,0.0,,0,126,75,1,6.0,5,8,9,0,1,1,1,0,0,3,11,1
11039,,Graduation,Married,,0,1,17-09-2013,51,,33.0,,71,30,41,2,5.0,2,4,5,0,0,0,0,0,0,3,11,0
9495,1982.0,Graduation,Together,,0,0,08-05-2013,29,,,413.0,141,97,32,1,,8,6,1,0,0,0,0,0,0,3,11,0
9635,1983.0,Master,Married,35876.0,0,0,20-04-2014,13,66.0,,,4,3,14,1,3.0,1,3,6,0,0,0,0,0,0,3,11,0
2173,,Graduation,Widow,,0,1,16-10-2013,23,13.0,,,0,3,3,1,,0,3,6,0,0,0,0,0,0,3,11,0
942,1982.0,Graduation,Single,39660.0,1,0,08-08-2012,36,,,78.0,20,13,36,3,7.0,1,3,9,0,0,0,0,0,0,3,11,1
9386,,Graduation,Together,,0,1,29-05-2014,88,274.0,0.0,21.0,4,6,15,1,5.0,1,6,6,0,1,0,0,0,0,3,11,0
5510,,Master,Married,,0,1,21-11-2012,2,262.0,6.0,,0,10,102,3,5.0,2,6,5,0,0,0,0,0,0,3,11,0
873,1949.0,Master,Married,,1,1,01-10-2012,3,,0.0,,0,0,34,11,,4,10,8,0,1,0,0,0,0,3,11,1
2253,1990.0,Graduation,Married,,0,0,16-02-2013,15,,,8.0,23,4,18,1,,0,4,6,0,0,0,0,0,0,3,11,0
5181,,Basic,Single,24367.0,1,0,20-03-2013,58,2.0,4.0,2.0,0,11,5,1,,0,2,9,0,0,0,0,0,0,3,11,0
979,1975.0,Graduation,Single,,1,0,20-02-2013,11,,10.0,,19,14,42,2,2.0,1,3,6,0,0,0,0,0,0,3,11,0
10390,,2n Cycle,Married,26887.0,0,1,10-02-2013,27,,7.0,4.0,3,4,6,1,,0,3,6,0,0,0,0,0,0,3,11,0
4698,,PhD,Married,,0,0,20-06-2013,32,,,92.0,65,61,11,2,5.0,2,7,5,0,0,0,0,0,0,3,11,0
7793,,Graduation,Together,62061.0,0,1,31-08-2013,12,641.0,,84.0,0,30,38,3,10.0,4,7,6,0,1,0,0,0,0,3,11,0
1745,,PhD,Divorced,,0,0,03-05-2013,88,,,395.0,116,0,12,1,,6,9,1,0,0,0,0,0,0,3,11,1
10590,1956.0,PhD,Together,76542.0,0,0,30-03-2013,91,794.0,,,0,29,14,1,4.0,8,10,2,0,0,0,0,0,0,3,11,0
